conversation_id,system,failed_over,latency_ms,queue_wait_ms,preserved,expected_fact,reasoning,provider,turn_count,concurrency
conv-008,baseline,True,1981.92,8869.326800004446,False,Quorbol,"The assistant failed to recall the specific fact 'Quorbol' as the name of the new algorithm. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-004,baseline,True,1437.87,4906.93849999818,False,Zeltrixite,"The assistant failed to recall the specific fact 'Zeltrixite' as the codename for the new protocol. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-007,baseline,True,1361.17,6345.256800003101,False,Yuna Delacroix,"The assistant failed to recall the specific fact 'Yuna Delacroix' as the keynote speaker at the summit. Instead, it stated that it doesn't have access to previous conversations and asked for more context, which indicates it did not preserve the expected fact.",openai,7,100
conv-006,baseline,True,1258.79,6066.310000001839,False,100.22,"The assistant did not recall the specific fact '100.22' as the locker combination. Instead, it stated that it doesn't have access to personal information and suggested checking with the relevant organization. This indicates that the expected fact was not preserved in the response.",openai,11,100
conv-010,baseline,True,1157.53,7705.915199996932,False,Ethiopian,"The assistant failed to recall the specific fact that the user prefers Ethiopian cuisine. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-002,baseline,True,3922.39,984.4708000015958,False,chartreuse,The assistant explicitly states that it does not have access to previous conversations and asks the user to provide the information again. It does not recall or mention the expected fact 'chartreuse' as the color used for presentations.,openai,7,100
conv-003,baseline,True,1465.62,4599.242400002312,False,Moxilar,"The assistant failed to recall the specific fact 'Moxilar' as the codename for the new protocol. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-005,baseline,True,1107.37,7327.664999994969,False,Yuna Kowalski,"The assistant failed to recall the specific fact 'Yuna Kowalski' as the keynote speaker at the summit. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-009,baseline,True,1160.6,8434.304599995061,False,Cassiel Murakami,"The assistant failed to recall the specific fact 'Cassiel Murakami' as the landlord's name, which was provided earlier in the conversation. Instead, it stated that it doesn't have access to personal information, which indicates it did not preserve the expected fact.",openai,9,100
conv-001,baseline,True,3713.11,885.9590999969955,False,Thai,"The assistant explicitly states that it does not have access to previous conversations or personal preferences, and thus does not recall the expected fact that the user prefers Thai cuisine. This indicates that the assistant did not successfully incorporate the expected fact into its response.",openai,11,100
conv-012,baseline,True,1413.91,10855.315999996707,False,Evren Vasquez,"The assistant failed to recall the specific fact 'Evren Vasquez' as the new CEO of HelixCorp. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-013,baseline,True,1094.25,11835.709000000963,False,Alaric Osei,"The assistant failed to recall the specific fact 'Alaric Osei' as the name of the new assistant. Instead, it stated that it doesn't have access to previous conversations and asked for more information. This indicates that the expected fact was not preserved in the response.",openai,11,100
conv-018,baseline,True,1243.18,15163.158699998741,False,Gothic horror,"The assistant failed to recall the specific fact 'Gothic horror' from the conversation. Instead, it stated that it doesn't have access to previous conversations and asked the user to provide the information again. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-024,baseline,True,974.95,15594.93260000071,False,pour-over Ethiopian Yirgacheffe,"The assistant failed to recall the specific fact 'pour-over Ethiopian Yirgacheffe' from the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,7,100
conv-019,baseline,True,1320.18,14276.618800004762,False,Lapce,"The assistant failed to recall the specific fact 'Lapce' as the text editor the user always uses. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,11,100
conv-015,baseline,True,984.83,10846.859699996787,False,Anouk Okonkwo,"The assistant failed to recall the specific fact 'Anouk Okonkwo' as the name of the doctor mentioned earlier. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,7,100
conv-011,baseline,True,1253.05,9606.41089999925,False,Mirren Whitmore,"The assistant explicitly states that it does not have access to previous conversations and asks for more details, indicating it did not recall the specific fact 'Mirren Whitmore' as the person who wrote the report. Therefore, the expected fact was not preserved in the response.",openai,9,100
conv-016,baseline,True,1345.66,12930.27870000419,False,"May 3, 1994","The assistant failed to recall the specific date 'May 3, 1994' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-014,baseline,True,1439.17,12269.705700001954,False,442.84,"The assistant explicitly states that it does not have access to previous conversations and asks for the information again, indicating it did not recall the expected fact of '442.84' as the building code.",openai,11,100
conv-017,baseline,True,1452.7,13710.503999996767,False,WNNHJ7,"The assistant explicitly states that it does not have access to previous conversations or specific details, and thus does not recall the expected fact 'WNNHJ7' regarding the temperature ceiling for the server room. It asks the user to provide the information again, indicating that the fact was not preserved.",openai,7,100
conv-022,baseline,True,1434.64,16574.94130000072,False,"June 13, 1999","The assistant failed to recall the specific date 'June 13, 1999' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have any information about the warranty details and asked for additional information to calculate the expiration date. This indicates that the expected fact was not preserved in the response.",openai,11,100
conv-023,baseline,True,1229.34,17597.624100000623,False,21 April 2028,"The assistant failed to recall the specific date '21 April 2028' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations and suggested checking other sources for the information.",openai,7,100
conv-030,baseline,True,1223.21,20306.13820000519,False,3 October 2014,"The assistant did not recall or mention the specific expiration date of 3 October 2014. Instead, it provided a generic response about not having access to personal data and suggested checking the passport directly. This does not incorporate the Expected Fact.",openai,11,100
conv-027,baseline,True,1186.85,20462.64209999759,False,Gitflow with squash merges,"The assistant failed to recall the specific fact 'Gitflow with squash merges' from the conversation. Instead, it stated that it doesn't have access to previous conversations or personal preferences, which indicates it did not preserve the expected fact.",openai,9,100
conv-021,baseline,True,1272.08,18011.07790000488,False,Nexiumium,"The assistant failed to recall the specific fact 'Nexiumium' as the name of the alien species. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-029,baseline,True,1281.03,21533.33219999887,False,"January 28, 1979","The assistant failed to recall the specific date 'January 28, 1979' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-025,baseline,True,1478.98,18828.758199997403,False,solarpunk,"The assistant failed to recall the specific fact 'solarpunk' as the book genre the user mentioned they only read. Instead, it stated it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,11,100
conv-026,baseline,True,1177.88,19283.056300005414,False,214.79,"The assistant did not recall the specific fact '214.79' as the parcel tracking ID. Instead, it stated that it doesn't have access to previous interactions or shared information, which means it failed to incorporate the expected fact into its response.",openai,7,100
conv-028,baseline,True,1164.75,21656.855299999646,False,cyberpunk,"The assistant failed to recall the specific fact 'cyberpunk' as the book genre the user mentioned earlier. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,7,100
conv-020,baseline,True,1189.45,16408.66890000128,False,Cassiel Achterberg,"The assistant failed to recall the specific fact 'Cassiel Achterberg' as the user's emergency contact. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,11,100
conv-033,baseline,True,2521.83,22831.717999999135,False,11 November 1979,"The assistant failed to recall the specific date '11 November 1979' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-041,baseline,True,1268.73,26757.99970000276,False,383.15,"The assistant failed to recall the specific fact '383.15' from earlier in the conversation. Instead, it stated that it doesn't have access to previous messages, which indicates it did not preserve the expected fact.",openai,9,100
conv-031,baseline,True,1246.69,22814.433799998314,False,Caelum Kimathi,"The assistant failed to recall the specific fact 'Caelum Kimathi' as the emergency contact mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,11,100
conv-037,baseline,True,1646.25,29162.634899997793,False,rowing intervals,"The assistant failed to recall the specific fact 'rowing intervals' as the user's favorite workout. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,11,100
conv-039,baseline,True,1418.07,25339.208600001883,False,1049,"The assistant explicitly states that it does not have access to previous conversations or specific data shared, which means it did not recall the expected fact '1049' from earlier in the conversation. Instead, it asks the user to provide the information again.",openai,7,100
conv-036,baseline,True,1167.57,28652.59840000142,False,Isadora Fontaine,"The assistant failed to recall the specific fact 'Isadora Fontaine' as the emergency contact mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-038,baseline,True,1128.96,28030.778800000924,False,17,"The assistant failed to recall the specific building code '17' that was expected. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-032,baseline,True,4589.87,24063.544899999917,False,1979-11-24,"The assistant failed to recall the specific date '1979-11-24' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for more context, which indicates it did not preserve the expected fact.",openai,11,100
conv-035,baseline,True,1243.04,30812.066200001318,False,"November 17, 1990","The assistant failed to recall the specific lease renewal date of November 17, 1990, which was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for the details again. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-040,baseline,True,1409.67,30977.88769999989,False,96,"The assistant failed to recall the specific flight number '96' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous messages and asked for the information again, indicating it did not preserve the expected fact.",openai,7,100
conv-044,baseline,True,1340.84,33589.59539999781,False,9XPSEI,"The assistant failed to recall the specific building code '9XPSEI' that was provided earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-046,baseline,True,1200.83,32385.356699998505,False,Haskell,"The assistant failed to recall the specific fact that the user's favorite programming language is Haskell. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,7,100
conv-049,baseline,True,1229.27,37026.86860000158,False,coastal,"The assistant failed to recall the specific fact that the user always chooses coastal vacation destinations. Instead, it stated that it doesn't have access to previous statements, which indicates it did not preserve the expected fact.",openai,11,100
conv-034,baseline,True,1226.53,36231.0970999969,False,AZZ81S,"The assistant failed to recall the specific fact 'AZZ81S' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for the information again. This indicates that the expected fact was not preserved in the response.",openai,11,100
conv-047,baseline,True,3588.16,33439.67929999714,False,Plexarase,"The assistant explicitly states that it does not have access to previous conversations or specific details, and therefore does not recall the name 'Plexarase' for the magical mineral. This indicates that the expected fact was not preserved in the response.",openai,11,100
conv-045,baseline,True,1386.29,32050.6907999974,False,Phalixar,"The assistant failed to recall the specific fact 'Phalixar' as the name of the alien species. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,11,100
conv-043,baseline,True,1288.71,34943.08389999859,False,8935,"The assistant explicitly states that it does not have access to previous conversations or specific data shared, which means it did not recall the expected fact '8935'. Therefore, the fact was not preserved in the response.",openai,11,100
conv-042,baseline,True,1101.12,29818.15090000536,False,83.40,"The assistant did not recall the specific fact '83.40' as the locker combination. Instead, it stated that it doesn't have access to personal information and suggested checking with the issuing organization. This indicates that the assistant did not preserve the expected fact from earlier in the conversation.",openai,11,100
conv-050,baseline,True,1346.37,37448.4255999989,False,Phalixil,"The assistant failed to recall the specific fact 'Phalixil' as the currency from the earlier conversation. Instead, it asked for more information about the game, indicating it did not remember or recognize the expected fact.",openai,9,100
conv-048,baseline,True,1528.18,38258.909299999934,False,Tova Kowalski,"The assistant failed to recall the specific fact 'Tova Kowalski' as the landlord's name, which was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to personal information, which indicates it did not preserve the expected fact.",openai,11,100
conv-055,baseline,True,1191.56,38795.028899999335,False,Stellan Petrov,"The assistant did not recall the expected fact 'Stellan Petrov' when asked about the coffee meeting. Instead, it stated that it doesn't have access to personal schedules, which indicates it did not incorporate the specific fact from earlier in the conversation.",openai,11,100
conv-051,baseline,True,1187.85,39787.341099998484,False,"August 26, 2017","The assistant failed to recall the specific fact 'August 26, 2017' as the project deadline mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous messages, which indicates it did not preserve the expected fact.",openai,9,100
conv-052,baseline,True,1250.42,39989.37900000268,False,MO5BXX,"The assistant did not recall or provide the expected confirmation number 'MO5BXX'. Instead, it stated that it doesn't have access to personal data and suggested checking email or the service's website. This indicates that the specific fact was not preserved in the response.",openai,7,100
